Days of the week,Thursday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939 births,2009 deaths,American Football League All-Star players,American Football League players,American football halfbacks,American football punters,"American football running back, 1930s birth stubs",American football wide receivers,Deaths from diabetes,Holmes Bulldogs football players,Houston Oilers players,Mississippi State Bulldogs football players,"People from Goodman, Mississippi",Players of American football from Mississippi,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eucalyptus,Myrtales of Australia,Plants described in 1924,Rosids of Western Australia,Taxa named by Joseph Maiden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nations at the UCI Track Cycling World Championships,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Set indices,World championships in Scrabble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Historic American Buildings Survey in Virginia,Houses completed in 1727,"Houses in Newport News, Virginia",Houses on the National Register of Historic Places in Virginia,"National Register of Historic Places in Newport News, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"North Coast railway line, Queensland",North Queensland,Queensland railway station stubs,Regional railway stations in Queensland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990s Singaporean television series,1999 Singaporean television series debuts,2000 Singaporean television series endings,2000s Singaporean television series,Channel 8 (Singapore) shows,Singaporean wuxia television series,Taiwanese wuxia television series,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1959 in baseball,Baseball Hall of Fame balloting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Human rights in Chechnya,Human rights organizations based in the United States,Indigenous rights organizations,"Non-profit organizations based in Washington, D.C.",Political and economic think tanks in the United States,Second Chechen War,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1963 births,Businesspeople from Pittsburgh,Film producers from Pennsylvania,Living people,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014 record charts,Lists of number-one albums in the United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coal towns in West Virginia,"Logan County, West Virginia geography stubs",Populated places on the Guyandotte River,"Unincorporated communities in Logan County, West Virginia",Unincorporated communities in West Virginia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1968 births,1998 deaths,20th-century American actresses,20th-century American comedians,Actresses from New Jersey,African-American actresses,Age controversies,American film actresses,American soap opera actresses,American television actresses,American women comedians,"Burials at Rosedale Cemetery, Orange, New Jersey",Deaths from cancer in New York (state),Deaths from stomach cancer,"People from Essex County, New Jersey","People from Montclair, New Jersey",West Essex High School alumni,,,,,,,,,,,,,,,,,,,,,,,,,
1980s births,Association football agents,BBC 100 Women,Living people,South African women in business,University of the Witwatersrand alumni,Women sports agents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950s architecture in the United States,Bank buildings in Philadelphia,Bank buildings on the National Register of Historic Places in Philadelphia,Government buildings completed in 1952,Historic American Buildings Survey in Philadelphia,"Market East, Philadelphia","Philadelphia County, Pennsylvania Registered Historic Place stubs",Streamline Moderne architecture in Pennsylvania,Stripped Classical architecture in the United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aisne,Fortified French châteaux,Picardy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1897 births,1954 deaths,20th-century Romanian male writers,20th-century Romanian novelists,20th-century short story writers,Burials at Bellu,People from Iași,Romanian lawyers,Romanian male novelists,Romanian male short story writers,Romanian short story writers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008 in radio,Radio by year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986 births,Alaska Aces (ECHL) players,American ice hockey player stubs,American men's ice hockey forwards,Florida Everblades players,Living people,Manglerud Star Ishockey players,San Francisco Bulls players,UMass Lowell River Hawks men's ice hockey players,Utah Grizzlies (ECHL) players,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baronetcies,Baronetcies in the Baronetage of the United Kingdom,Lists of peerages of Britain and Ireland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1944 in France,Battles of World War II involving Canada,Conflicts in 1944,History of Calais,Land battles of World War II involving the United Kingdom,Military operations of World War II involving Germany,October 1944 events,September 1944 events,World War II in the Pas-de-Calais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Victoria (Australia) state electoral results by district,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2-6-0 locomotives,3 ft 6 in gauge locomotives of Australia,"Beyer, Peacock locomotives",Railway locomotives introduced in 1876,South Australian Railways steam locomotives,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013 albums,The Boxer Rebellion (band) albums,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1903 establishments in Ceylon,1907 disestablishments in Ceylon,Cabinets disestablished in 1907,Cabinets established in 1903,Ceylonese executive councils,Ministries of Edward VII,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
First Nations governments in Saskatchewan,First Nations stubs,Saskatchewan stubs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Festivals in Buffalo, New York","Music of Buffalo, New York",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concepts in physics,Cybernetics,Extended evolutionary synthesis,Self-organization,Systems theory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1959 establishments in British Columbia,Educational institutions established in 1959,High schools in British Columbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animals described in 1904,Onychophoran stubs,Onychophorans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005 establishments in Hong Kong,Beauty pageants in Hong Kong,Hong Kong awards,Hong Kong television shows,Male beauty pageants,Recurring events established in 2005,TVB television programmes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1947 births,Living people,Medalists at the 1976 Summer Olympics,Olympic gold medalists for Sweden,Olympic medalists in sailing,Olympic sailors of Sweden,Sailors at the 1972 Summer Olympics – Tempest,Sailors at the 1976 Summer Olympics – Tempest,Star class sailors,Swedish Olympic medalist stubs,Swedish male sailors (sport),Swedish yacht racing biography stubs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1905 births,1961 deaths,British film director stubs,British film directors,People from Larbert,Scottish film directors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989 establishments in Norway,Amusement parks in Norway,Amusement parks opened in 1989,Zoos in Norway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Assembly constituencies of Madhya Pradesh,Madhya Pradesh stubs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Municipalities in Bavaria,Schwandorf (district),Upper Palatinate geography stubs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Biota of Russia,Wildlife by country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Association football stubs,Football clubs in Singapore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Legendary creatures in popular culture,Lists of legendary creatures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lists of buildings and structures in Shropshire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420s births,465 deaths,5th-century Christians,5th-century Roman emperors,Flavii,Imperial Roman consuls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gnagna Province,Gnagna Province geography stubs,Populated places in the Est Region (Burkina Faso),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sierpc County geography stubs,Villages in Sierpc County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dezful County geography stubs,Populated places in Dezful County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Janakpur Zone geography stubs,Populated places in Ramechhap District,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arboreta in France,French garden stubs,Gardens in Lozère,Lozère geography stubs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1908 births,1981 deaths,American Presbyterian ministers,"People from Weaverville, North Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gastropods described in 1998,Vanikoridae,Vanikoridae stubs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apostolic Nuncios to the Republic of Florence,Catholic Church stubs,Diplomatic missions of the Holy See,Italy stubs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Washington (state) wine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1972 establishments in Japan,Audio amplifier manufacturers,Audio equipment manufacturers of Japan,Compact Disc player manufacturers,Electronics companies established in 1972,Manufacturing companies based in Yokohama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Populated places in Lemnos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950 Pennsylvania elections,1950 United States Senate elections,United States Senate elections in Pennsylvania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1781 births,1852 deaths,19th-century Australian judges,"Alumni of Trinity College, Cambridge",British judges,Chief Justices of British Guiana,Chief Justices of Grenada,Colony of New South Wales judges,Members of the Middle Temple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flora of California,Flora of the Great Basin,Flora of the Sierra Nevada (U.S.),Flora of the Western United States,Liliales stubs,Plants described in 1834,Poisonous plants,Toxicoscordion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986 births,Filipino male television actors,Living people,San Beda University alumni,Star Magic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Belgium geography-related lists,Lists of German exonyms,Names of places in Belgium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1935 establishments in Ohio,"Buildings and structures in Coshocton County, Ohio",Dams completed in 1937,Dams in Ohio,Muskingum Watershed Conservancy District,United States Army Corps of Engineers dams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1875 births,1909 deaths,Johns Hopkins Blue Jays men's lacrosse coaches,Johns Hopkins Blue Jays men's lacrosse players,Johns Hopkins School of Medicine alumni,National Lacrosse Hall of Fame inductees,People from Brooklyn,Physicians from Maryland,Polytechnic Institute of New York University alumni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1936 by country,1936 in Europe,1936 in Germany,German history stubs,Years of the 20th century in Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gastropods described in 1840,Potamididae,Taxa named by Samuel Stehman Haldeman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1899 births,1973 deaths,"English cricket biography, 1890s birth stubs",English cricketers,Marylebone Cricket Club cricketers,Middlesex cricketers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016 in German sport,Germany at the European Athletics Championships,Nations at the 2016 European Athletics Championships,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Biblical people,Lists of biblical names,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990s Italian comedy film stubs,1990s comedy films,1998 films,Films directed by Pino Quartullo,Italian-language films,Italian comedy films,Italian films,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1898 births,Albion Rovers F.C. players,Association football midfielders,Bradford City A.F.C. players,Burnley F.C. players,English Football League players,Scottish football midfielder stubs,Scottish footballers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hesperiidae genera,Hesperiidae stubs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1984 births,Argentine expatriate sportspeople in Italy,Argentine expatriate sportspeople in Spain,Argentine female field hockey players,Argentine field hockey biography stubs,Expatriate field hockey players,Female field hockey goalkeepers,Field hockey players at the 2012 Summer Olympics,Field hockey players at the 2015 Pan American Games,Field hockey players at the 2016 Summer Olympics,Las Leonas players,Living people,Medalists at the 2012 Summer Olympics,Olympic field hockey players of Argentina,Olympic medalists in field hockey,Olympic silver medalists for Argentina,Pan American Games medalists in field hockey,Pan American Games silver medalists for Argentina,"People from Paraná, Entre Ríos",,,,,,,,,,,,,,,,,,,,,,,
1900s documentary films,1900s film stubs,1902 films,British black-and-white films,British documentary films,British films,British silent short films,Films directed by Mitchell & Kenyon,Short silent documentary film stubs,Silent British film stubs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014 ATP Challenger Tour,Copa San Juan Gobierno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bellevue, Iowa","Buildings and structures in Jackson County, Iowa",Commercial buildings completed in 1855,Commercial buildings on the National Register of Historic Places in Iowa,Iowa Registered Historic Place stubs,"National Register of Historic Places in Jackson County, Iowa",Vernacular architecture in Iowa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New River Greenbrier geography stubs,"Unincorporated communities in Monroe County, West Virginia",Unincorporated communities in West Virginia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
British indie rock groups,Musical groups established in 2008,Musical groups from Manchester,People from Chorlton-cum-Hardy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electric guitars,Product design,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998 births,A.C. Milan players,A.S. Livorno Calcio players,Association football goalkeepers,Cagliari Calcio players,Italian football goalkeeper stubs,Italian footballers,Italy youth international footballers,Living people,Olbia Calcio 1905 players,Serie A players,Serie C players,Sportspeople from Milan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1925 births,2004 deaths,Canadian male journalists,Canadian newspaper editors,Companions of the Order of Canada,Deaths from cancer in Quebec,Deaths from stomach cancer,Grand Officers of the National Order of Quebec,Politicians from Montreal,Quebec Liberal Party MNAs,Quebec people of Irish descent,Quebec political party leaders,Université de Montréal alumni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1979 births,Asian Games gold medalists for China,Asian Games medalists in figure skating,Asian Games silver medalists for China,Chinese male single skaters,Figure skaters at the 1999 Asian Winter Games,Figure skaters at the 2002 Winter Olympics,Figure skaters at the 2003 Asian Winter Games,Figure skaters at the 2006 Winter Olympics,Figure skaters at the 2007 Asian Winter Games,Figure skaters from Changchun,Four Continents Figure Skating Championships medalists,Living people,Medalists at the 1999 Asian Winter Games,Medalists at the 2003 Asian Winter Games,Medalists at the 2007 Asian Winter Games,Olympic figure skaters of China,,,,,,,,,,,,,,,,,,,,,,,,,
1990 births,Association football central defenders,Benevento Calcio players,Genoa C.F.C. players,"Italian football defender, 1990s birth stubs",Italian footballers,Living people,Serie A players,Serie B players,Serie C players,Sportspeople from Genoa,Ternana Calcio players,U.S. Alessandria Calcio 1912 players,U.S. Catanzaro 1929 players,,,,,,,,,,,,,,,,,,,,,,,,,,,,
American folk guitarists,American folk musicians,American male guitarists,American rock guitarist stubs,American rock guitarists,Drag City (record label) artists,Living people,Psychedelic folk musicians,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1977 Welsh local elections,South Glamorgan County Council elections,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1913 establishments in Lithuania,1940 disestablishments in Lithuania,Educational institutions established in 1913,Lithuanian educational societies,Organizations disestablished in 1940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010 British television series debuts,2010s British children's television series,2012 British television series endings,BBC children's television programmes,British children's television programmes,British teen drama television series,Television series about orphans,Television shows set in Newcastle upon Tyne,The Story of Tracy Beaker,Tracy Beaker series,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993 births,Living people,Mid West Rhinos cricketers,Zimbabwean cricket biography stubs,Zimbabwean cricketers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data types,Type theory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1913 births,2012 deaths,20th-century American painters,20th-century Methodists,21st-century American painters,21st-century Methodists,American United Methodists,American army personnel of World War II,American comics artists,American male musicians,American male painters,American musicians,Artists from Louisiana,Artists from New York City,Louisiana Tech University alumni,"People from Monroe, Louisiana",School board members in Louisiana,Semi-professional baseball players,United States Army soldiers,University of Louisiana at Monroe alumni,University of Louisiana at Monroe faculty,Writers from Louisiana,,,,,,,,,,,,,,,,,,,,
1968 births,Albuquerque Dukes players,American expatriate baseball players in Japan,Arizona Diamondbacks scouts,Bakersfield Dodgers players,Baseball players from California,Chicago Cubs players,Great Falls Dodgers players,Hanshin Tigers players,Living people,Los Angeles Angels coaches,Los Angeles Angels of Anaheim coaches,Los Angeles Dodgers coaches,Los Angeles Dodgers players,Major League Baseball hitting coaches,Major League Baseball third basemen,Minor league baseball coaches,San Antonio Missions players,San Diego Padres players,Seattle Mariners coaches,Seattle Mariners players,"Sportspeople from Long Beach, California",Tacoma Rainiers players,Vero Beach Dodgers players,,,,,,,,,,,,,,,,,,
